gold,estate,cryto,stock,class,risk,profit
20.94,68.12,1012.43,78.2,C,Y,446.41
5.52,42.85,1012.77,93.82,C,N,478.98
16.19,36.99,1007.37,92.4,C,Y,462.94
27.06,72.58,1009.24,90.31,A,Y,429.18
19.92,48.98,1014.32,64.99,C,N,455.57
18.53,61.27,1019.84,75.22,B,N,454.72
12.21,41.67,1012.88,85.19,C,N,475.07
11.59,40.05,1014.96,86.22,A,Y,474.46
26.61,72.43,1007.71,75.82,B,Y,427.61
18.4,44.92,1024.88,64.89,C,Y,458.36
24.8,66.51,1016.74,65.72,C,N,441.34
25.47,60.75,1007.27,65.91,C,Y,438.42
28.57,75.33,1003.16,76.14,B,Y,431.58
31.01,73.5,1010.92,48.61,A,N,432.41
24.38,57.17,1009.85,74.46,C,N,444.59
28.46,60.23,1010.2,63.38,C,N,439.88
18.16,43.72,1008.64,75.22,C,N,454.98
10.6,41.17,1018.38,87.92,B,Y,478.47
24.19,68.94,1007.37,70.83,B,N,439.52
12.2,39.72,1018.07,54.83,B,Y,471.33
27.95,73.5,1010.42,58.01,C,Y,435.45
30.38,71.58,1010.17,50.45,B,Y,433.75
28.48,54.2,1013.14,49.51,C,N,440.55
11.3,43.14,1019.56,99.83,C,Y,469.73
29.19,70.32,1008.28,55.42,C,Y,427.9
30.75,71.22,1006.47,48.06,B,Y,437.96
12.37,43.22,1009.1,76.06,C,N,468.49
25.75,60.95,1014.75,53.3,A,N,443.73
28.18,67.17,1006.84,75.55,C,Y,438.49
21.89,74.93,1016.11,77.88,A,N,448.47
24.79,50.78,1008.78,61.88,A,Y,445.3
30.86,70.32,1011.88,62.68,C,N,433.71
13.51,43.22,1009.63,75.02,A,N,465.89
29.35,68.31,1010.46,46.2,C,Y,445.86
19.98,60.77,1017.72,90.71,B,N,448.46
21.77,42.23,1013.03,67.44,C,Y,462.51
12.43,41.62,1011.87,80.57,C,N,460.61
3.4,39.64,1011.1,83.43,A,Y,459.86
24.73,74.22,1010.15,79.83,B,Y,436.55
25.54,70.47,1009.28,73.5,B,N,436.16
25.88,63.73,1009.48,77.17,C,Y,438.42
23.07,70.47,1008.64,83.37,C,N,439.04
30.66,70.98,1007.6,72.08,B,N,435.66
13.77,41.58,1020.63,72.94,C,Y,459.75
12.57,43.8,1023.2,56.85,A,N,466.68
31.1,71.32,1008.09,45.87,B,N,437.54
22.24,64.27,1012.97,89.54,B,Y,443.76
29.08,52.84,1006.14,40.09,B,Y,438.24
19.35,39.72,1002.5,51.24,A,N,455.29
28.88,54.89,1007.16,46.6,C,Y,440.99
31.7,70.36,1006.26,58.18,C,N,438.38
13.25,44.92,1024.11,89.34,C,Y,469.18
18.55,41.1,1002.02,65.16,A,Y,459.97
28.69,71.29,1009.22,68.35,B,N,433.07
13.74,42.74,1029.54,70,C,Y,465.92
23.97,64.33,1010.54,84.65,C,Y,443.87
18.44,39.72,1001.14,66.83,C,Y,460.44
16.88,56.89,1014.01,82.1,C,Y,457
12.82,46.18,1018.53,88.46,C,N,466.06
7.18,38.56,1016.49,70.37,C,N,487.63
24.34,62.96,1019.7,61.44,B,Y,446.09
26.63,62.44,1010.86,70.82,C,Y,438.25
11.43,41.16,1022.81,92.04,C,N,466.86
27.24,66.75,1017.78,69.6,B,N,433.65
15.01,42.77,1018.21,73.22,B,N,462.6
11.21,40.75,1016.45,86.14,A,Y,479.2
31.46,71.8,1010.75,54.88,A,Y,434.96
13.65,42.86,1015.41,87.67,C,Y,471.75
9.57,39.82,1013.12,89.15,A,Y,468.02
11.46,44.85,1014.3,63.24,C,Y,475.33
25.03,60.84,1017.69,59.23,B,N,441.58
14.6,44.84,1023.58,88.21,C,Y,464.88
28.88,73.68,1015.25,47.73,A,N,432.93
13.82,44.84,1023.72,95.24,A,Y,467.95
7.87,41.06,1020.91,87.64,A,N,486.57
2.34,39.42,1028.47,69.68,C,Y,490.34
23.58,70.04,1010.95,76.32,B,Y,435.47
21.49,70.32,1009.07,92.25,B,Y,443.04
15.84,41.66,1009.69,62.81,C,N,465.5
25.82,61.08,1013.64,66.4,C,N,448.46
10.18,40.81,1015.79,81.42,C,Y,475.13
28.4,69.34,1009.76,70.4,B,Y,436.5
12.35,41.38,1021.99,55.38,C,Y,474.94
16.52,43.7,1015.08,58.36,A,Y,466.73
9.6,42.03,1017.66,92.27,C,Y,474.65
7.54,38.56,1016.49,69.1,A,N,486.76
8.04,41.92,1029.7,92.21,A,N,482.58
11.82,41.26,1020.74,91.14,A,N,466.95
21.62,48.78,1020.06,85.09,A,Y,448.52
15.41,44.78,1007.69,65.17,B,N,456.83
26.47,63.13,1013.72,79.4,B,Y,441.81
31.5,74.16,1011.72,56.42,B,N,436.43
12.24,49.83,1007.9,94.28,A,Y,466.83
13.52,41.44,1015.81,65.97,C,N,472.11
10.02,39.66,1016.34,79.98,A,Y,480.05
21.01,44.05,1010.61,64.12,C,Y,445.07
8.35,43.52,1022.78,97.34,C,Y,479.31
14.12,39.52,1016.79,75.89,C,Y,472.32
35.2,73.56,1006.56,45.72,A,N,434.37
25.28,72.39,1002.28,89.43,A,Y,432.52
14.3,41.93,1020.6,65.38,A,N,471.32
19.32,52.9,1016.86,68.2,A,Y,457.66
22.04,69.51,1013.25,56.15,C,N,446.34
28.07,66.17,1010.58,64.11,C,Y,443.77
23.09,60.95,1015.02,68.78,B,N,450.31
27.17,61.25,1013.03,70.43,B,N,435.9
26.44,71.64,1004.55,85.53,C,Y,435.61
27.23,44.05,1005.69,58.91,C,N,440.2
17.68,40.89,1011.24,61.37,C,Y,462.08
27.18,79.05,1008.99,94.32,B,Y,434.01
27.89,68.12,1012.78,48.72,C,N,435.69
13.5,54.3,1016.2,77.46,B,N,468.92
28.11,66.17,1010.51,65.16,C,Y,444.2
28.75,70.02,1010.33,46.55,A,Y,440.31
25.56,74.99,1005.41,85.75,C,Y,433.63
12.84,50.59,1020.08,88.08,B,Y,470.96
20.18,56.53,1020.3,77.1,B,N,454.14
25.65,69.45,1013.95,50.42,C,Y,436.24
21.08,52.05,1012.28,45.25,A,Y,453.4
14.33,45.51,1015.42,71.55,A,Y,468.92
29.13,62.26,1010.51,52.94,C,N,436.37
31.73,74.67,1016.38,44.51,A,Y,425.34
18,53.16,1013.02,82.47,A,N,455.69
12.39,44.58,1016.38,84.95,C,Y,475.37
28.26,63.13,1012,68.35,B,Y,440.58
14.59,42.44,1012.7,83.92,B,N,470.86
16.22,46.36,1020.04,91.73,A,Y,460.73
25.99,59.54,1007.78,74.48,C,N,441.32
20.84,59.8,1016.96,75.05,A,Y,451.13
26.85,74.16,1008.66,93.8,A,Y,431.16
7.24,39.04,1019,68.69,C,N,485.57
14.01,43.34,1016.95,83.41,C,Y,463.81
17.66,44.9,1020.5,71.33,C,Y,457.11
11.6,40.96,1023.95,86.83,A,N,473.66
16.72,44.78,1007.75,56.79,A,Y,453.39
12.77,40.71,1014.66,72.81,A,Y,471.59
11.08,38.16,1014.45,74.99,C,Y,473.32
8.96,40.02,1031.21,82.32,C,N,475.47
9.86,41.01,1018.49,98.71,B,N,467.37
17.18,46,1002.74,100.1,B,Y,454.02
14.5,53.82,1016.81,62.89,A,Y,464.27
24.01,65.18,1012.57,76.02,C,N,437.27
24.79,67.83,1009.32,61.46,C,Y,438.36
11.67,44.6,1018.09,92.53,A,Y,467.96
21.28,70.32,1011.06,90.12,C,N,439
20.96,69.48,1011.04,82.63,A,N,444.31
26.57,73.21,1002.31,92.51,C,N,431.68
16.43,48.06,1010.73,61.26,C,N,459.63
26.22,65.34,1015.17,47.25,C,Y,444.06
24.88,52.36,1014.45,68.39,C,N,452.31
12.22,40.71,1021.25,80.83,C,Y,477.07
22.28,58.12,1014.54,83.27,C,Y,448.97
9.14,37.36,1015.22,78.06,B,Y,491.97
27.34,70.98,1008.82,71.42,C,Y,438.73
24.9,58.49,1011.06,65.14,B,Y,444.19
13.26,40.83,1007.97,90.63,A,Y,472.14
21.86,64.45,1015.83,63.36,C,N,457.8
18.55,41.85,1015.24,62.47,C,Y,467.51
26.26,74.9,1003.85,81.94,A,Y,437.44
5.15,40.78,1025.34,95.84,C,N,483.03
10.8,39.58,1011.99,87.54,B,Y,478.24
27.99,71.64,1007.79,72.67,C,Y,437.81
18.4,50.16,1011.51,98.07,C,N,453.78
15.17,36.71,1013.5,77.44,A,Y,471.93
13.18,40.83,1007.67,95.44,C,N,472.36
30.37,67.45,1015.35,45.6,B,N,431.38
24.88,71.94,1006.85,87.32,A,N,433.3
14.87,42.77,1017.94,75.06,B,Y,462.03
20.34,69.45,1012.76,91.05,B,Y,442.73
5.71,40.77,1022.51,89.58,C,N,485.75
28.62,79.74,1008.12,65.39,C,N,436.12
12.75,39.58,1010.8,77.31,B,N,473.46
19.76,48.92,1010.48,46.57,C,N,456.69
19.75,54.2,1011.43,83.5,C,N,448.89
11.61,41.17,1019.57,58.82,C,Y,476.81
9.63,43.02,1012.4,68.41,C,N,480.21
26.65,63.78,1015.32,53.95,A,Y,440.26
24.63,65.38,1010.43,40.68,A,N,446.23
19.94,56.53,1020.48,76.43,C,N,453.8
15.18,43.67,1011.59,92.58,B,Y,467.74
25.79,63.9,1014.39,60.49,A,N,442.7
12.64,40.71,1024.2,65.21,B,Y,476.37
21.7,70.32,1009.12,91.3,B,Y,438.52
12.19,40.23,1017.45,82.07,A,Y,474.91
27.73,67.69,1007.47,59.42,B,Y,431.72
20.83,70.72,1009.56,89.37,B,Y,446.48
16.7,46.18,1011.2,96.84,B,N,456.2
8.27,39.64,1011,84.64,C,Y,479.91
27.17,67.45,1015.67,49.03,C,Y,429.87
14.92,46.18,1014.21,98.82,C,Y,465.63
27.47,66.86,1006.1,70.2,B,Y,437.45
9.72,41.44,1015.17,84.41,C,N,481.85
19.97,50.78,1008.75,92.7,C,N,446.57
18.37,51.86,1018.8,74.3,A,Y,461.14
14.85,40.8,1025.38,53.29,A,N,471.78
22.92,60.37,1007.05,89.94,B,N,438.86
15.2,40.55,1005,88.4,A,Y,465.09
28.07,61.47,1008.68,64.83,B,Y,442.59
10.72,41.17,1019.68,60.71,C,Y,479.21
16.09,48.78,1015.78,91.12,C,N,454.23
18.68,53.29,1018.16,75.01,A,Y,459.89
14.48,40.83,1009.42,81.74,C,N,469.64
28.41,61.47,1008.94,56.56,B,N,442.54
24.03,62.44,1010.96,79.88,C,N,430.66
28.31,74.33,1011.89,69.77,B,Y,428.46
21.79,60.93,1006.44,87.68,C,Y,443.01
28.53,69.84,1004.46,68.03,A,Y,427.72
9.84,36.66,1026.7,70.02,C,Y,477.62
34.66,74.33,1012,32.19,A,Y,425.89
21.99,58.96,1014.09,61.3,B,N,453.38
23.69,73.67,1007.19,86.73,C,Y,437.57
21.94,64.69,1007.39,77.58,C,N,449.36
14.51,49.83,1006.27,91.65,A,Y,460.45
13.72,45.09,1012.95,87.41,C,Y,466.24
15.03,43.71,1025.07,83.25,C,Y,463.12
6.99,39.37,1020.19,75.06,A,N,487.18
28.03,68.67,1005.52,58.16,A,N,438.8
10.9,41.93,1014.96,96.24,C,Y,477.93
5.51,41.03,1022.28,84.5,C,N,491.84
17.02,51.86,1021.53,81.28,A,Y,460
14.39,44.21,1019.77,85.7,C,N,465.03
24.05,70.4,1006.83,92.35,B,N,442.07
20.99,50.78,1008.55,75.14,C,Y,449.07
21.02,61.5,1008.52,77.74,C,Y,448.08
31.01,69.13,1000.93,62.96,A,N,425.69
12.38,41.62,1012.37,84.15,B,Y,461.07
23.37,70.94,1008.01,81.28,C,N,441.56
12.22,40.78,1024.02,85.46,C,Y,464.12
15.28,48.14,1012.55,69.65,A,Y,460.75
25.09,57.43,1013.2,70.42,B,N,446.11
23.87,50.39,1012.96,76.05,A,Y,452.59
15.43,40.89,1010.63,73.03,A,N,468.35
24.34,48.78,1018,73.44,B,Y,448.54
25.09,71.58,1010.17,86.01,B,Y,434.51
16.37,53.16,1014.89,74.84,C,N,459.52
11.8,41.54,1020,65.85,A,Y,476.12
24.85,68.37,1006.5,68.37,C,Y,442.66
17.16,40.55,1000.26,72.21,C,N,461.58
13.09,54.3,1017.61,82.38,A,N,471
10.25,41.46,1018.67,84.41,A,N,479.28
28.39,65.51,1014.52,66.48,C,N,438.78
31.55,69.75,1010.12,58.36,C,Y,435.01
23.84,49.21,1013.1,44.72,C,Y,445.44
14.46,42.86,1031.34,69.84,C,N,464.44
24.16,65.06,1013.88,58.96,A,Y,442.32
20.82,63.77,1014.28,86.37,B,N,448.9
17,49.78,1005.32,100.1,A,N,453.77
11.45,45.01,1018.88,92.12,C,N,470.4
18.26,58.96,1014.04,69.7,A,Y,457.43
10.74,43.67,1011.75,80.1,A,Y,477.32
20.89,67.71,1006.12,59.12,C,Y,445.39
11.82,41.54,1019.96,67.65,B,N,476.97
25.44,65.06,1013.82,55.72,A,N,440.09
29.92,69.75,1009.12,67.15,C,Y,441.5
21.11,58.49,1011.6,80.44,B,N,449.16
14.6,53.82,1016.28,64.83,C,Y,462.86
25.96,63.78,1016.95,49.47,A,N,443.8
18.32,39.53,1008.15,64.85,A,Y,454.44
21.36,68.28,1007.6,72.37,C,Y,445.91
15.7,42.99,1007.51,76.05,C,Y,464.59
26.82,75.08,1005.93,60.81,B,Y,441.14
15.22,41.35,1003.12,95.45,C,N,464.56
27.68,69.34,1008.28,70.9,B,N,436.37
27.14,70.32,1007.08,73.08,C,N,427.21
28.99,54.2,1012.79,41.9,B,N,442.6
32.55,69.89,1013.87,40.09,A,N,428.84
27.01,63.78,1016.72,47.89,A,N,442.6
6.31,42.07,1004.61,77.74,A,N,483.27
23.31,60.08,1017.14,64.35,C,N,452.65
10.66,41.93,1016.12,94.16,B,Y,479.61
26.82,64.96,999.72,63.55,A,Y,427.51
12.36,45.09,1013.05,88.4,A,N,467.2
10.2,40.67,1016.15,73.2,C,N,482.26
29.17,74.34,1004.51,82.02,C,N,433.03
12.03,40.75,1015.93,85.07,C,N,474.97
31.27,69.13,1009.45,57.01,B,N,425.48
24.8,72.24,1011.58,83.61,A,Y,435.25
24.43,72.43,1008.03,85.56,C,Y,434.71
24.14,63.21,1012.28,89.08,B,N,440.74
28.13,56.9,1007.17,51.66,A,N,436.95
19.15,39.72,1001.49,58.62,A,N,457.45
11.05,40.75,1016.55,87.08,B,Y,478.07
25.23,66.44,1011.37,51.3,B,N,438.28
26.86,70.47,1007.18,72.38,C,N,434.59
12.15,71.14,1019.56,86.06,C,Y,462.51
18.5,41.85,1015.81,64.78,C,N,466.8
21.93,58.96,1014.23,58.58,B,N,453.42
10.14,45.01,1018.12,94.32,C,Y,473.56
14.04,48.79,1017.62,75.25,C,Y,464.09
24.14,60.07,1016.56,58.08,C,Y,440.17
13.48,41.44,1015.64,71.46,B,Y,471.39
14.26,43.34,1017.24,81.54,A,N,464.62
19.99,65.94,1012.28,75.42,A,Y,447.22
16.52,53.16,1014.68,76.82,C,Y,457.81
22.75,58.79,1011.44,84.47,C,N,445.67
15.31,40.66,1016.46,84.64,B,N,458.26
21.33,58.46,1016.17,79.73,C,N,445.27
30.28,74.67,1016.45,55.76,A,N,428.27
19.08,44.63,1020.05,41.07,B,N,455.95
23.94,51.95,1008.18,71.87,C,N,451.84
21.12,62.52,1015.62,78.98,B,N,450.93
22.61,60.27,1018.81,83.27,C,N,440.98
14.85,44.63,1020.67,75.76,C,N,460.06
27.26,63.77,1014.07,66.58,C,N,436.01
31.96,71.29,1008.39,47.51,B,Y,433.04
25.3,58.46,1015.91,69.71,C,N,439.25
24.49,65.61,1014.71,63.47,A,Y,447.26
24.44,72.99,1008.38,91.66,B,N,435.47
17.89,44.78,1010.03,53.78,C,Y,457.74
11.92,43.8,1022.96,60.49,B,N,470.33
23.34,63.73,1012.1,79.11,B,N,443.68
18.89,66.86,1012.38,71.96,C,N,454.02
18.63,50.16,1010.21,97.13,C,N,450.14
24.43,60.07,1015.59,59.99,C,N,444.71
9.83,41.17,1019.34,72.29,C,Y,478.21
16.68,43.14,1018.39,76.48,B,Y,459.83
22.29,45.01,1012.4,51.58,C,Y,449.08
5.63,39.22,1013.35,77.67,B,Y,486.83
13.72,34.03,1018.57,65.95,A,N,469.25
13.02,45.51,1015.24,80.05,B,N,468.46
8.9,40.77,1011.67,90.26,B,N,479.18
26.44,71.73,1009.52,81.75,A,Y,430.55
27.07,74.87,1010.09,58.97,C,Y,440.47
27.74,70.32,1009.58,50.29,C,N,433.47
31.5,70.32,1011.44,64.09,C,Y,435.13
21.81,43.77,1011.97,64.72,C,N,453.13
15.86,49.69,1015.59,87.26,A,Y,462.84
20.31,69.94,1009.7,86.53,A,Y,446.87
23.23,64.69,1008.12,76.6,C,N,444.01
18.39,52.08,1006.53,100.09,A,Y,449.96
30.68,73.67,1005.63,57.05,B,N,429.64
29.09,67.07,1005.99,41.39,C,N,429.93
27.35,60.75,1008.98,67.56,C,N,435.14
28.46,73.67,1005.67,71.21,B,N,429.15
31.21,66.44,1008.57,65.76,A,N,430.7
18.89,63.09,1018.47,84.85,B,Y,450
26.71,68.3,1015.07,62.7,C,Y,436.66
13.52,42.07,1017.91,90.21,C,Y,464.07
24.17,48.41,1008.46,76.19,C,Y,442.62
7.67,41.66,1016.25,77,C,N,485.03
19.44,59.21,1018.5,88.35,C,Y,448.04
27,69.4,1004.86,82.2,A,N,433.83
18.16,43.96,1012.78,78.33,C,Y,465.26
19.28,65.46,1013.77,64.24,A,N,448.91
15.43,38.58,1016.58,81.17,B,Y,463.44
16.32,43.5,1021.3,72.6,A,Y,460.07
33.12,68.31,1010.3,42.29,B,N,441.13
8.48,38.5,1013.5,66.51,C,N,485.29
20.76,70.72,1009.73,89.04,B,Y,448.85
18.76,52.9,1016.27,64.7,B,N,458.26
24.5,60.77,1017.15,73.66,C,N,439.91
32.4,68.14,1004.44,34.53,C,N,425.91
17.82,65.48,1019.64,86.6,B,N,449.21
27.27,67.9,1006.36,62.12,C,N,436.64
20.14,65.06,1014.81,80.01,B,Y,444.84
24.8,65.48,1018.56,62.05,A,Y,442.02
26.42,71.06,1008.12,87.32,C,N,435.6
15.34,41.96,1012.08,100.12,B,N,468.33
28.66,50.05,1006.08,47.74,B,Y,435.94
14.2,52.75,1025.64,61.02,A,Y,465.48
26.12,75.6,1017.41,72.31,C,Y,439.68
24.14,62.66,1007.33,73.27,B,Y,439.93
23.43,54.42,1013.58,70.99,B,N,454.86
10.41,36.71,1022.02,84.56,A,N,474.2
23.27,60.84,1019.13,67.24,A,Y,440.22
18.36,53.16,1013.14,79.89,C,N,457.94
15.8,40.66,1016.15,88.24,C,Y,458.55
22.95,63.94,1013.87,80.37,C,Y,447.13
19.79,60.1,1010.47,84.04,C,N,452.41
34.43,68.51,1010.17,34.09,B,N,431.39
26.31,68.51,1013.26,68.66,B,N,435.91
11.94,44.6,1018.69,85.33,C,N,468.53
10.82,39.96,1025.53,95.89,C,Y,468.57
17.49,40.55,1001.73,73.15,C,N,462.37
26.23,59.87,1012.93,66.62,B,N,447.16
7.26,41.22,1014.86,97.82,C,Y,488.75
9.42,41.4,1029.21,86.4,B,Y,474.75
16.85,39.64,1008.82,80.81,C,Y,464.2
26.31,52.09,1013.39,53.59,C,N,447.04
30.69,69.89,1013.9,42.85,B,N,431.01
16.55,39.64,1009.07,77.8,A,Y,465.29
16.29,50.88,1013.79,99.15,C,N,456.28
12.49,38.25,1012.61,83.32,C,Y,470.63
10.15,41.46,1019.56,81.79,C,N,479.32
21.71,58.05,1013.07,85.75,C,Y,449.38
13.92,44.47,1029.36,70.86,A,N,467.29
24.04,51.95,1006.13,73.92,A,Y,450.07
20.03,69.45,1013.47,86.66,C,Y,441.54
31.7,76.09,1007.06,72.39,C,N,441.36
26,69.88,1007.99,87.07,C,N,434.79
25.35,74.33,1015.29,77.84,B,Y,435.66
24.49,49.82,1017.09,64.02,B,Y,451.42
24.27,63.87,1018.88,53.96,C,Y,420.26
24.51,58.79,1016.11,61.7,C,Y,443.5
12.06,52.72,1024.53,80.05,B,N,467.21
18.53,48.98,1014.24,74.29,A,N,452.73
18.31,42.23,1012.88,79.32,C,Y,464.45
24.97,63.86,1018.64,52.01,C,Y,441.61
10.02,39.96,1024.88,96.85,B,N,473.22
25.45,72.24,1011.44,80.54,C,Y,434.92
26.74,49.02,1008.18,67.59,B,N,438.06
23.45,51.95,1005.23,76.17,C,N,449.07
11.1,44.85,1014.27,65.08,C,Y,477.03
24.16,60.29,1018.09,63.49,A,N,446.17
5.45,39.04,1020.07,77.05,C,Y,487.33
24.99,51.43,1006.95,79.63,C,N,441.45
18.32,65.94,1012.74,86.77,A,N,450.5
21.63,71.85,1009.44,76.89,A,Y,434.1
8.53,38.18,1017.54,76.49,C,Y,480.86
28.85,59.27,1011.69,51.8,C,N,440.3
23.23,60.32,1016.73,78.35,C,Y,447.09
4.93,38.44,1015.65,71.47,C,N,485.01
18.76,44.71,1015.15,30.83,B,N,462.18
25.52,67.17,1007.33,85.12,C,Y,440.02
12.38,48.04,1012.78,100.13,C,Y,465.99
16.05,43.14,1010.67,79.36,B,Y,463.06
26.75,70.32,1007.61,54.09,B,N,433.46
30.03,68.84,1011.41,53.82,B,Y,439.31
24.78,50.16,1004.56,70.22,C,Y,448.51
26.97,64.45,1009.43,53.96,A,Y,443.75
27.98,67.17,1007.32,75.29,C,N,440.68
26.33,61.41,1011.9,52.1,C,Y,452.79
11.34,45.17,1018.32,96.24,A,Y,472.13
18.8,44.78,1009.65,46,B,N,462.79
5.23,40.78,1025.13,92.74,B,N,483.12
10.8,39.28,1010.7,82.62,C,N,478.8
19.32,44.71,1015.3,28.81,C,N,464.38
33.15,70.4,1003.72,53.98,B,Y,430.15
12.8,39.16,1015.94,89.83,B,Y,472.47
19.3,46.93,1014.83,66.71,A,N,456.62
26.33,60.06,1005.86,41.57,B,N,450.16
30.8,70.94,1007.06,63.09,A,N,432.44
21.52,66.51,1015.32,72.85,B,N,444.87
18.63,45.87,1007.98,79.9,C,N,453.79
16.69,44.78,1010.41,58.18,C,Y,456.17
12.49,41.62,1011.37,82.68,A,N,461.35
32.06,75.33,1001.96,63.15,A,Y,432.92
8.82,43.56,1014.95,81.54,C,Y,482.71
25.14,64.63,1020.63,54,C,N,446.63
21.71,60.27,1015.74,89.76,A,Y,441.19
19.65,44.89,1009.76,75.36,A,Y,451.35
22.63,58.96,1013.62,56.67,C,Y,451.41
11.82,41.67,1012.94,84.51,B,Y,476.73
18.41,44.89,1009.75,77.24,A,N,448.88
32.09,70.4,1003.73,55.65,A,Y,434.64
33.4,70.8,1009.17,57.01,A,N,432.46
11.83,44.21,1019.37,85.31,C,Y,463.62
6.33,39.33,1012.06,93.16,A,Y,492.22
15.02,37.64,1016.49,83.28,A,Y,463.93
28.93,74.78,1009.48,56.4,C,N,437.34
14.81,39.58,1011.62,73.64,C,N,467.32
13.25,41.62,1010.8,77.81,A,N,457.64
18.27,65.94,1013.09,84.72,C,Y,450.33
23.77,51.43,1006.67,84.09,B,N,441.54
12.8,44.34,1016.52,86.73,B,Y,473.42
13.94,47.83,1004.83,81.2,A,N,465.13
16.44,43.96,1013.66,76.31,C,N,468.57
29.53,64.44,1013.22,59.75,A,N,440.1
29.1,70.4,1003.97,77.57,C,N,430.98
6.04,41.14,1027.92,87.12,A,N,481.37
25.11,62.26,1011.12,78.01,C,Y,434.97
17.13,42.86,1014.15,73.6,A,N,463.09
20.54,49.15,1021.02,56,B,Y,458.6
14.02,44.47,1028.02,68.97,A,Y,465.93
10.22,37.83,1005.94,93.53,A,Y,471.79
31.46,77.17,1009.26,59.61,A,Y,435.56
23.64,71.25,1004.92,93.87,C,Y,442.26
26.69,59.21,1012.55,57.59,B,Y,436.33
25.1,69.89,1015.42,85.81,A,N,434.98
6.23,40.96,1022.49,93.15,C,Y,488.82
13.74,38.73,1004.34,82.82,C,Y,470.06
27.35,61.47,1008.43,70.65,C,Y,443.67
26.84,70.36,1007.41,71.47,A,Y,442.17
23.69,77.54,1009.32,89.7,A,N,440.21
21.06,50.59,1016.42,66.12,B,N,454.15
12.28,43.67,1012.69,70.23,C,Y,475.08
22.35,58.59,1013.99,79.78,C,N,444.04
6.12,40.81,1014.77,88.15,B,N,487.24
32.31,66.44,1009.6,63.92,A,Y,428.44
9.1,39.42,1025.28,68.78,B,N,471.85
12.99,42.34,1018.04,96.25,C,Y,465.98
25.75,71.14,1008.33,77.12,B,Y,433.64
22.92,58.62,1016.37,71.38,C,Y,447.48
12.33,39.28,1011.84,80.01,C,N,476.49
13.66,41.67,1013.43,80.56,B,N,469.17
22.24,60.07,1015.93,62.25,A,N,446.14
13.48,41.26,1021.92,78.24,A,Y,466.88
26.6,63.07,1011.97,61.3,B,N,442.25
31.82,71.29,1008.44,41.7,B,Y,431.23
18.35,62.1,1019.97,78.36,C,N,455.29
31.44,72.86,1003.74,61.45,C,N,433.59
19.94,50.78,1008.78,92.07,C,Y,449.6
18.13,60.1,1009.67,84.75,C,Y,455.82
12.28,42.34,1019.19,95.8,A,Y,467.03
18.6,60.1,1009.91,87.13,B,N,453.94
21.01,60.1,1010.93,78.6,C,N,450.99
27.64,75.6,1017.35,54.78,C,Y,441.04
13.47,41.14,1026.09,82.96,B,Y,463.67
7.96,38.91,1016.35,89.17,B,N,482.17
16.81,45.87,1008.7,98,B,N,455.96
22.69,58.46,1017.74,75.21,B,Y,443.47
25.74,68.94,1007.7,67.56,C,N,433.45
5.75,42.07,1004.24,78.23,C,N,485.23
29.54,74.99,1005,69.69,A,Y,432.94
27.36,63.31,1013.7,51.58,C,N,440.4
11.75,35.76,1018.99,57.92,C,N,473.01
12.02,40.66,1017.27,96.72,A,N,464.5
31.02,69.51,1011.16,47.64,A,Y,431.15
20.11,50.78,1008.73,93.24,B,N,447.42
12.24,41.62,1013.38,90.26,A,N,461.23
29.11,74.78,1009.6,56.93,C,Y,438.75
12.58,43.67,1012.86,94.01,A,N,472.65
25.21,59.21,1013.19,62.85,B,Y,438.7
25.64,68.08,1011.06,71.06,C,Y,431.77
15.5,39.16,1016.24,78.13,B,N,469.52
28.61,70.36,1006.95,73.06,B,Y,440.16
6.57,42.07,1004.48,74.82,C,Y,483.86
29.5,71.14,1011.27,52.81,C,N,430.85
27.4,66.48,1004.71,51.5,A,Y,439.66
22.06,43.43,1010.46,58.01,C,Y,448.92
23.35,71.77,1005.99,90.79,B,Y,434.6
6.76,40.62,1015.67,87.16,A,Y,478.56
20.62,48.41,1007.37,87.51,A,N,445.4
27.2,65.18,1011.47,47.14,A,N,436.99
24.17,71.25,1003.9,90.36,A,N,435.66
12.88,44,1022.71,88.58,C,N,470.31
29.23,74.22,1008.49,57.88,A,N,428.9
11.62,43.48,1016.66,76.32,B,N,468.37
28.41,66.91,1008.22,57.93,A,Y,440.52
29.25,67.32,1013.88,38.57,A,N,437.94
5.43,39.9,1007.5,86.27,C,N,487.84
10.28,39.64,1010.45,74.15,A,Y,477.65
7.95,37.49,1009.32,80.8,C,N,479.78
17.33,53.16,1013.77,82.77,B,N,459.78
11.02,41.26,1020.69,92.13,A,N,471.93
14.41,43.13,1016.32,59.55,B,Y,467.46
19.69,56.65,1020.72,70.86,A,Y,456.18
6.65,38.5,1014.01,87.6,B,Y,491.54
8.88,36.66,1026.61,76.16,A,N,480.2
16.46,48.6,1006.08,89,B,N,449.58
20.2,60.1,1010.66,84.24,C,Y,451.17
22.87,74.22,1009.36,93.05,C,N,438.67
28.83,71.32,1006.28,75.65,B,N,437.99
16.7,36.99,1006.19,89.33,A,Y,464.7
22.36,64.15,1021.05,68.43,C,Y,453.94
23.96,46.93,1013.98,47.22,C,N,450.86
23.19,60.75,1008.33,82,C,N,439.43
25.65,68.08,1011.27,75.26,B,Y,435.91
13.22,40.83,1007.82,92.72,C,Y,472.72
18.75,44.9,1007.99,75.76,C,N,452.77
